,accuracy,days_later,f1_score,name,window
342,0.5107604017216643,1.0,0.5544234532596704,Random_Forest_100,4.0
343,0.5032998565279769,1.0,0.5510980162642604,Random_Forest_150,4.0
344,0.5067431850789096,1.0,0.5553933200072338,Random_Forest_200,4.0
345,0.5110473457675753,1.0,0.5593788883279831,Gradient_Boosting_100,4.0
346,0.5127690100430415,1.0,0.5607720616260307,Gradient_Boosting_120,4.0
347,0.4987087517934003,1.0,0.5425022609088712,XGB_30,4.0
348,0.51506456241033,1.0,0.5605923015480143,XGB_50,4.0
349,0.5070301291248207,1.0,0.5454783942042111,XGB_70,4.0
350,0.5070301291248207,1.0,0.5487238366430708,XGB_100,4.0
351,0.5933908045977011,7.0,0.7233477543183032,SVC_rbf,4.0
352,0.5933908045977011,7.0,0.7233477543183032,SVC_normal,4.0
353,0.6100574712643677,7.0,0.7057936368510106,KNN_25,4.0
354,0.6005747126436782,7.0,0.7084113548263271,KNN_50,4.0
355,0.5867816091954022,7.0,0.7137479973152627,KNN_75,4.0
356,0.5732758620689655,7.0,0.708566417992756,KNN_100,4.0
357,0.5577586206896552,7.0,0.6752267278297237,LinDisc,4.0
358,0.5597701149425287,7.0,0.6941470985207163,Deci_Tree_3,4.0
359,0.5798850574712644,7.0,0.6459847199789237,Deci_Tree_6,4.0
360,0.6163793103448276,7.0,0.67199430009656,Deci_Tree_9,4.0
361,0.6347701149425287,7.0,0.6861586762684855,Deci_Tree_15,4.0
362,0.6382183908045976,7.0,0.6856325979450129,Deci_Tree_normal,4.0
363,0.5589080459770115,7.0,0.6840204239478206,Log_Reg,4.0
364,0.6971264367816092,7.0,0.7386331061391479,Random_Forest_10,4.0
365,0.7241379310344828,7.0,0.7696942798375236,Random_Forest_20,4.0
366,0.7347701149425286,7.0,0.7824237865811796,Random_Forest_30,4.0
367,0.7454022988505747,7.0,0.7938104358123326,Random_Forest_50,4.0
368,0.7497126436781609,7.0,0.8012155369858756,Random_Forest_75,4.0
369,0.7502873563218391,7.0,0.8005011356023302,Random_Forest_100,4.0
370,0.7554597701149424,7.0,0.8050948206169238,Random_Forest_150,4.0
371,0.7540229885057472,7.0,0.8049675996388768,Random_Forest_200,4.0
372,0.6545977011494253,7.0,0.727909227884225,Gradient_Boosting_100,4.0
373,0.6577586206896553,7.0,0.7287837026037094,Gradient_Boosting_120,4.0
374,0.6885057471264368,7.0,0.7501584381387337,XGB_30,4.0
375,0.7011494252873564,7.0,0.7590690255193515,XGB_50,4.0
376,0.7160919540229885,7.0,0.7693284264760607,XGB_70,4.0
377,0.7218390804597701,7.0,0.7739556680390268,XGB_100,4.0
378,0.6302593659942364,14.0,0.7558571304130818,SVC_rbf,4.0
379,0.6302593659942364,14.0,0.7558571304130818,SVC_normal,4.0
380,0.6282420749279539,14.0,0.7302996958082428,KNN_25,4.0
381,0.6097982708933719,14.0,0.7278713335410423,KNN_50,4.0
382,0.5948126801152738,14.0,0.7319646920898069,KNN_75,4.0
383,0.5953890489913545,14.0,0.7375650866864859,KNN_100,4.0
384,0.5881844380403459,14.0,0.711114948891548,LinDisc,4.0
